chenyi,r1,n,r2,m
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:亲缘 {predicate: 联系, source: 陈毅年谱, event: 陈毅致信陈昊苏（北京市）}]","(:Person {name: 陈昊苏, nodeId: agent_person/10566})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:亲缘 {predicate: 毕业, source: 陈毅传, event: 陈毅和陈孟熙从留法预备学校毕业（成都市）}]","(:Person {name: 陈孟熙, nodeId: agent_person/8863})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:亲缘 {predicate: 联系, source: 陈毅年谱, event: 陈毅致信陈丹淮（北京市）}]","(:Person {name: 陈丹淮, nodeId: agent_person/8834})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:亲缘 {predicate: nan, source: 陈毅年谱, event: 陈毅长子昊苏出生（盐城市）}]","(:Person {name: 陈昊苏, nodeId: agent_person/10566})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:亲缘 {predicate: nan, source: 陈毅年谱, event: 陈毅次子丹淮出生（黄花塘镇）}]","(:Person {name: 陈丹淮, nodeId: agent_person/8834})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:亲缘 {predicate: nan, source: 陈毅年谱, event: 陈毅父亲陈家余去世（成都市）}]","(:Person {name: 陈家余, nodeId: agent_person/15477})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:朋友 {predicate: 迎接, source: 陈毅年谱, event: 陈毅欢迎上海文化人士阿英（盐城市）}]","(:Person {name: 阿英, nodeId: agent_person/15063})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:朋友 {predicate: nan, source: 陈毅传, event: 蔡和森向陈毅介绍《共产党宣言》（巴黎）}]","(:Person {name: 蔡和森, nodeId: agent_person/8849})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:夫妻 {predicate: nan, source: 陈毅年谱, event: 陈毅与赖月明分别（黄麟乡）}]","(:Person {name: 赖月明, nodeId: agent_person/10245})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:夫妻 {predicate: nan, source: 陈毅年谱, event: 陈毅与萧菊英结婚（泰和县）}]","(:Person {name: 萧菊英, nodeId: agent_person/10238})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:夫妻 {predicate: nan, source: 陈毅年谱, event: 陈毅与张茜结婚（竹箦镇）}]","(:Person {name: 张茜, nodeId: agent_person/10569})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:受影响 {predicate: 参加, source: 陈毅年谱, event: 陈毅参加列宁逝世两周年纪念大会（北京市）}]","(:Person {name: 列宁, nodeId: agent_person/15087})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:敌人 {predicate: 指挥, source: 陈毅年谱, event: 陈毅和粟裕领导新四军击退国民党韩德勤部对黄桥的首次攻击（黄桥镇）}]","(:Person {name: 韩德勤, nodeId: agent_person/1069})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:敌人 {predicate: 指挥, source: 陈毅年谱, event: 陈毅和粟裕领导新四军击退国民党韩德勤部对黄桥的首次攻击（黄桥镇）}]","(:Person {name: 韩德勤, nodeId: agent_person/10697})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:敌人 {predicate: nan, source: 网络资源, event: 陈毅宣布李明扬、李长江部接替新四军进驻姜堰（姜堰区）}]","(:Person {name: 李长江, nodeId: agent_person/10696})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:敌人 {predicate: nan, source: 网络资源, event: 陈毅宣布李明扬、李长江部接替新四军进驻姜堰（姜堰区）}]","(:Person {name: 李明扬, nodeId: agent_person/14750})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:敌人 {predicate: nan, source: 网络资源, event: 陈毅送给陈泰运100多条好枪（姜堰区）}]","(:Person {name: 陈泰运, nodeId: agent_person/15750})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:敌人 {predicate: nan, source: 网络资源, event: 李明杨、李长江和陈泰运向陈毅保证不参与韩德勤对新四军的进攻（姜堰区）}]","(:Person {name: 李长江, nodeId: agent_person/10696})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:敌人 {predicate: nan, source: 网络资源, event: 李明杨、李长江和陈泰运向陈毅保证不参与韩德勤对新四军的进攻（姜堰区）}]","(:Person {name: 李明扬, nodeId: agent_person/14750})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:敌人 {predicate: nan, source: 网络资源, event: 李明杨、李长江和陈泰运向陈毅保证不参与韩德勤对新四军的进攻（姜堰区）}]","(:Person {name: 陈泰运, nodeId: agent_person/15750})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:同事 {predicate: 参加, source: 陈毅年谱, event: 陈毅与谭震林对上海“三反”运动作指示（上海市）}]","(:Person {name: 谭震林, nodeId: agent_person/8325})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:同事 {predicate: nan, source: 网络资源, event: 陈毅与邓小平、滕代远等人会合（麻田镇）}]","(:Person {name: 滕代远, nodeId: agent_person/8463})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:同事 {predicate: 会见, source: 陈毅年谱, event: 陈毅接见罗生特（盐城市）}]","(:Person {name: 罗生特, nodeId: agent_person/10676})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:同事 {predicate: nan, source: 陈毅年谱, event: 陈毅将代表团交由章汉夫及乔冠华处理（日内瓦）}]","(:Person {name: 章汉夫, nodeId: agent_person/15440})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:同事 {predicate: nan, source: 网络资源, event: 陈毅在曾昌明和叶彬的护送下赴延安参加中共七大（江苏省）}]","(:Person {name: 曾昌明, nodeId: agent_person/15747})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:同事 {predicate: 参加, source: 网络资源, event: 陈毅与周恩来、赵世炎等开展反对北洋政府秘密借款的运动（巴黎）}]","(:Person {name: 赵世炎, nodeId: agent_person/10801})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:同事 {predicate: 参加, source: 陈毅年谱, event: 张茜邀请聂荣臻夫妇参加陈毅70寿辰（北戴河区）}]","(:Person {name: 聂荣臻, nodeId: agent_person/8166})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:同事 {predicate: nan, source: 网络资源, event: 陈毅与黄克诚会面（盐城市）}]","(:Person {name: 黄克诚, nodeId: agent_person/8484})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:同事 {predicate: 参加, source: 陈毅年谱, event: 陈毅、谭震林、徐向前被要求“请假检讨”（北京市）}]","(:Person {name: 徐向前, nodeId: agent_person/8257})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:同事 {predicate: nan, source: 日记摘抄, event: 陈毅让张国华调停与藏员关于群众大会的争论（拉萨市）}]","(:Person {name: 张国华, nodeId: agent_person/15053})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:同事 {predicate: nan, source: 陈毅年谱, event: 陈毅与罗荣桓、邓子恢联名向中央提出《关于开发海南岛的意见》（北京市）}]","(:Person {name: 罗荣桓, nodeId: agent_person/8171})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:同事 {predicate: nan, source: 陈毅年谱, event: 陈毅与罗荣桓、邓子恢联名向中央提出《关于开发海南岛的意见》（北京市）}]","(:Person {name: 邓子恢, nodeId: agent_person/8377})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:同事 {predicate: 会见, source: 陈毅年谱, event: 陈毅和李先念接见巴基斯坦政府经济代表团（北京市）}]","(:Person {name: 李先念, nodeId: agent_person/8328})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:同事 {predicate: 联系, source: 陈毅年谱, event: 朱德派陈毅赴蛟洋请毛泽东复职（松源镇）}]","(:Person {name: 毛泽东, nodeId: agent_person/8176})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:同事 {predicate: 参加, source: 陈毅年谱, event: 陈毅参加7次“政治局生活会”（北京市）}]","(:Person {name: 江青, nodeId: agent_person/8508})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:同事 {predicate: 指挥, source: 陈毅年谱, event: 郑州战役}]","(:Person {name: 邓小平, nodeId: agent_person/8331})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:同事 {predicate: nan, source: 陈毅年谱, event: 陈毅与潘汉年拜会宋庆龄（上海市）}]","(:Person {name: 潘汉年, nodeId: agent_person/15085})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:同事 {predicate: 参加, source: 陈毅年谱, event: 陈毅参加周恩来与老挝首相梭发那・富马亲王的会谈（北京市）}]","(:Person {name: 周恩来, nodeId: agent_person/7993})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:同事 {predicate: 指挥, source: 陈毅年谱, event: 陈毅和黎玉负责津浦前线指挥部（邹城市）}]","(:Person {name: 黎玉, nodeId: agent_person/15088})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:同事 {predicate: 联系, source: 陈毅年谱, event: 陈毅与同僚联名致电蒋介石（盐城市）}]","(:Person {name: 蒋介石, nodeId: agent_person/8225})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:同事 {predicate: nan, source: 陈毅年谱, event: 陈毅随刘少奇前往苏联（北京市）}]","(:Person {name: 刘少奇, nodeId: agent_person/8169})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:同事 {predicate: nan, source: 陈毅年谱, event: 陈毅、项英决定成立赣粤边特委（宽田乡）}]","(:Person {name: 项英, nodeId: agent_person/8173})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:同事 {predicate: nan, source: 陈毅年谱, event: 陈毅让李一氓组织外办工作人员“夺权”以免外事大权旁落（北京市）}]","(:Person {name: 李一氓, nodeId: agent_person/8220})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:同事 {predicate: 会见, source: 网络资源, event: 陈毅、贺龙接见北京的围棋、象棋、国际象棋棋手（北京市）}]","(:Person {name: 贺龙, nodeId: agent_person/8478})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:同事 {predicate: nan, source: 陈毅年谱, event: 陈毅与叶挺等联名发表声讨汪精卫的通电}]","(:Person {name: 叶挺, nodeId: agent_person/8217})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:同事 {predicate: 指示, source: 陈毅年谱, event: 陈毅和粟裕等下达《对于创建黄桥大根据地的指示》}]","(:Person {name: 粟裕, nodeId: agent_person/8214})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:同事 {predicate: 参加, source: 陈毅年谱, event: 陈毅参加周恩来与老挝首相梭发那・富马亲王的会谈（北京市）}]","(:Person {name: 周恩来, nodeId: agent_person/8216})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:同事 {predicate: nan, source: 网络资源, event: 蔡和森和陈毅等人由“宝勒加号”邮轮遣返回国}]","(:Person {name: 蔡和森, nodeId: agent_person/8849})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:同事 {predicate: 汇报, source: 陈毅传, event: 陈毅向李立三汇报（上海市）}]","(:Person {name: 李立三, nodeId: agent_person/8229})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:同事 {predicate: nan, source: 陈毅年谱, event: 陈毅、饶漱石被派到山东工作（延安市）}]","(:Person {name: 饶漱石, nodeId: agent_person/8352})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:同事 {predicate: nan, source: 陈毅年谱, event: 陈毅初识张茜（泾县云岭）}]","(:Person {name: 张茜, nodeId: agent_person/10569})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:同事 {predicate: 指挥, source: 陈毅年谱, event: 陈毅与刘伯承、邓小平率部歼灭黄维兵团（徐州市）}]","(:Person {name: 刘伯承, nodeId: agent_person/8380})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:同事 {predicate: nan, source: 网络资源, event: 陈毅在曾昌明和叶彬的护送下赴延安参加中共七大（江苏省）}]","(:Person {name: 叶彬, nodeId: agent_person/15748})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:同事 {predicate: nan, source: 陈毅年谱, event: 陈毅将代表团交由章汉夫及乔冠华处理（日内瓦）}]","(:Person {name: 乔冠华, nodeId: agent_person/15441})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:同事 {predicate: 会见, source: 陈毅年谱, event: 陈毅陪同毛泽东和林彪接见比斯塔等人（北京市）}]","(:Person {name: 林彪, nodeId: agent_person/8329})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:同事 {predicate: 参加, source: 陈毅年谱, event: 陈毅在中共第九次全国代表大会上受到张春桥等人的围攻（北京市）}]","(:Person {name: 张春桥, nodeId: agent_person/15462})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:同事 {predicate: nan, source: 陈毅年谱, event: 叶剑英向陈毅传达毛泽东关于“二月逆流”的指示（北京市）}]","(:Person {name: 叶剑英, nodeId: agent_person/8256})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:同事 {predicate: nan, source: 陈毅年谱, event: 徐向前请中央调整他和陈毅的去向安排（北京市）}]","(:Person {name: 徐向前, nodeId: agent_person/8257})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:同事 {predicate: 参加, source: 陈毅年谱, event: 毛泽东参加陈毅追悼会（北京市）}]","(:Person {name: 毛泽东, nodeId: agent_person/8176})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:同事 {predicate: nan, source: 陈毅年谱, event: 陈毅与邓小平会合（商丘市）}]","(:Person {name: 邓小平, nodeId: agent_person/8331})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:同事 {predicate: 指示, source: 陈毅年谱, event: 陈毅和项英等迎接周恩来传达中共六届六中全会精神（泾县云岭）}]","(:Person {name: 周恩来, nodeId: agent_person/7993})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:同事 {predicate: nan, source: 陈毅年谱, event: 陈毅与刘少奇从乌鲁木齐到巴基斯的坦拉瓦尔品第（拉瓦尔品第）}]","(:Person {name: 刘少奇, nodeId: agent_person/8169})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:同事 {predicate: 指挥, source: 陈毅年谱, event: 项英、陈毅率部突围转移失败（上坪村）}]","(:Person {name: 项英, nodeId: agent_person/8173})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:同事 {predicate: nan, source: 陈毅传, event: 朱毛会师（砻市镇）}]","(:Person {name: 朱德, nodeId: agent_person/8240})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:同事 {predicate: 参加, source: 陈毅年谱, event: 谢富治主持批斗陈毅大会（北京市）}]","(:Person {name: 谢富治, nodeId: agent_person/15474})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:同事 {predicate: 指示, source: 陈毅年谱, event: 陈毅和项英等迎接周恩来传达中共六届六中全会精神（泾县云岭）}]","(:Person {name: 周恩来, nodeId: agent_person/8216})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:同事 {predicate: 参加, source: 陈毅年谱, event: 陈毅与刘伯承、邓小平等出席解放区与地下党干部会师大会（南京市）}]","(:Person {name: 刘伯承, nodeId: agent_person/8380})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:同事 {predicate: 参加, source: 陈毅年谱, event: 康生等人在中共八届扩大的十二中全会上围攻陈毅等老同志（北京市）}]","(:Person {name: 康生, nodeId: agent_person/15481})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:同事 {predicate: nan, source: 陈毅年谱, event: 中共中央、中央军委决定陈毅兼山东军区司令员（延安市）}]","(:Organization {name: 中央政治局, nodeId: agent_corporate_entity/2517})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:同事 {predicate: nan, source: 网络资源, event: 地下工作者陈宏供出与陈毅等领导人的联络关系（大余县）}]",(:Organization {name: 陈宏}),null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:认识 {predicate: 会见, source: 网络资源, event: 陈毅会见日本代表团团长高碕达之助（万隆市）}]","(:Person {name: 高碕达之助, nodeId: agent_person/15753})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:认识 {predicate: nan, source: 陈毅年谱, event: 陈毅迎接李宗仁夫妇（上海市）}]","(:Person {name: 李宗仁, nodeId: agent_person/8323})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:认识 {predicate: 会见, source: 陈毅年谱, event: 陈毅会见印度国防部长梅农（日内瓦）}]","(:Person {name: 梅农, nodeId: agent_person/15437})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:认识 {predicate: 会见, source: 陈毅年谱, event: 陈毅与阿尔及利亚国民议会外交事务委员会主席穆罕默德·亚齐德会谈（北京市）}]","(:Person {name: 亚齐德, nodeId: agent_person/15515})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:认识 {predicate: 迎接, source: 陈毅年谱, event: 陈毅欢迎赫鲁晓夫来中国访问（北京市）}]","(:Person {name: 赫鲁晓夫, nodeId: agent_person/15114/edit})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:认识 {predicate: 迎接, source: 陈毅年谱, event: 陈毅欢迎图尔西·吉里（北京市）}]","(:Person {name: 图尔西·吉里, nodeId: agent_person/15429})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:认识 {predicate: 会见, source: 陈毅年谱, event: 陈毅拜会苏联外交部长葛罗米柯（日内瓦）}]","(:Person {name: 葛罗米柯, nodeId: agent_person/15435})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:认识 {predicate: 会见, source: 陈毅年谱, event: 陈毅和周恩来会见黄文欢率领的越南国会访华友好代表团（北京市）}]","(:Person {name: 黄文欢, nodeId: agent_person/15472})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:认识 {predicate: 会见, source: 陈毅年谱, event: 苏联新任驻华大使拉宾拜会陈毅（北京市）}]","(:Person {name: 拉宾, nodeId: agent_person/15534})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:认识 {predicate: 迎接, source: 陈毅年谱, event: 陈毅欢迎巴西副总统若奥·贝尔希奥·古拉特访华（北京市）}]","(:Person {name: 若奥·贝尔希奥·古拉特, nodeId: agent_person/15444})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:认识 {predicate: nan, source: 陈毅年谱, event: 陈毅和萨达尔·穆罕默德·纳伊姆签订中阿友好条约（喀布尔）}]","(:Person {name: 萨达尔·穆罕默德·纳伊姆, nodeId: agent_person/15278})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:认识 {predicate: nan, source: 陈毅年谱, event: 陈毅与潘汉年拜会宋庆龄（上海市）}]","(:Person {name: 宋庆龄, nodeId: agent_person/13})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:认识 {predicate: 会见, source: 陈毅年谱, event: 陈毅会见英国外交大臣霍姆（日内瓦）}]","(:Person {name: 霍姆, nodeId: agent_person/15436})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:认识 {predicate: 会见, source: 日记摘抄, event: 陈毅与达赖、班禅在官亭会谈（拉萨市）}]","(:Person {name: 班禅额尔德尼, nodeId: agent_person/14790})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:认识 {predicate: 迎接, source: 陈毅年谱, event: 陈毅欢迎西哈努克亲王来中国访问（北京市）}]","(:Person {name: 西哈努克亲王, nodeId: agents/agent_person/14784})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:认识 {predicate: 会见, source: 陈毅年谱, event: 陈毅随周恩拜会尼泊尔首相毕·普·柯伊拉腊（加德满都市）}]","(:Person {name: 毕·普·柯伊拉腊, nodeId: agent_person/15290})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:认识 {predicate: 迎接, source: 陈毅年谱, event: 陈毅欢迎锡兰总理班达拉奈克夫人访华（北京市）}]","(:Person {name: 班达拉奈克夫人, nodeId: agent_person/15459})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:认识 {predicate: nan, source: 陈毅年谱, event: 陈毅拜会苏加诺总统（雅加达）}]","(:Person {name: 苏加诺, nodeId: agent_person/14785})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:认识 {predicate: nan, source: 网络资源, event: 陈毅与几内亚教育部长巴里·迪亚瓦杜签署两国建交联合公报（北京市）}]","(:Person {name: 巴里·迪亚瓦杜, nodeId: agent_person/15749})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:认识 {predicate: 会见, source: 陈毅年谱, event: 陈毅随周恩来拜会印度总统拉金德拉·普拉沙德（德里市）}]","(:Person {name: 拉金德拉·普拉沙德, nodeId: agent_person/15291})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:认识 {predicate: 迎接, source: 陈毅年谱, event: 陈毅到机场欢迎阿拉伯联合共和国总统外交事务顾问萨布里（北京市）}]","(:Person {name: 萨布里, nodeId: agent_person/15532})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:认识 {predicate: 会见, source: 陈毅年谱, event: 陈毅参加周恩来与苏班德里约的会谈（广州市）}]","(:Person {name: 苏班德里约, nodeId: agent_person/15519})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:认识 {predicate: 会见, source: 陈毅年谱, event: 陈毅拜会阿富汗副首相阿里·穆罕默德（喀布尔市）}]","(:Person {name: 阿里·穆罕默德, nodeId: agent_person/15277})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:认识 {predicate: 会见, source: 陈毅年谱, event: 陈毅参加周恩来同尼雷尔的会谈（北京市）}]","(:Person {name: 尼雷尔, nodeId: agent_person/15479})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:认识 {predicate: 会见, source: 陈毅年谱, event: 陈毅拜会瑞士联邦政治部长马克斯·彼蒂彼爱（日内瓦）}]","(:Person {name: 马克斯·彼蒂彼爱, nodeId: agent_person/15439})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:认识 {predicate: 会见, source: 网络资源, event: 周恩来和陈毅会见乌兹加尼（北京市）}]","(:Person {name: 乌兹加尼, nodeId: agent_person/15756})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:认识 {predicate: 会见, source: 陈毅年谱, event: 陈毅会见阿尔巴尼亚劳动党中央委员贝哈尔·什图拉（北京市）}]","(:Person {name: 希斯尼·卡博, nodeId: agent_person/15464})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:认识 {predicate: 迎接, source: 陈毅年谱, event: 陈毅欢迎尼泊尔国王马亨德拉访华（北京市）}]","(:Person {name: 马亨德拉, nodeId: agent_person/15514})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:认识 {predicate: 迎接, source: 陈毅年谱, event: 陈毅欢迎崔庸健（北京市）}]","(:Person {name: 崔庸健, nodeId: agent_person/15428})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:认识 {predicate: 会见, source: 陈毅年谱, event: 陈毅与尼泊尔大臣会议副主席比斯塔会谈（北京市）}]","(:Person {name: 比斯塔, nodeId: agent_person/15504})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:认识 {predicate: 会见, source: 陈毅年谱, event: 陈毅拜访朝鲜首相金日成（莫斯科市）}]","(:Person {name: 金日成, nodeId: agent_person/14798/})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:认识 {predicate: 会见, source: 陈毅年谱, event: 罗马尼亚新任驻华大使乔治乌·杜米特鲁拜会陈毅（北京市）}]","(:Person {name: 乔治乌·杜米特鲁, nodeId: agent_person/15446})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:认识 {predicate: 参加, source: 陈毅年谱, event: 陈毅出席蒙古部长会议主席泽登巴尔的招待午宴（乌兰巴托市）}]","(:Person {name: 泽登巴尔, nodeId: agent_person/15275})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:认识 {predicate: 会见, source: 陈毅年谱, event: 陈毅拜会越南总理范文同（莫斯科市）}]","(:Person {name: 范文同, nodeId: agent_person/15442})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:认识 {predicate: 会见, source: 陈毅年谱, event: 陈毅与尼泊尔大臣会议副主席比斯塔会谈（北京市）}]","(:Person {name: 比斯塔, nodeId: agent_person/15745})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:认识 {predicate: 会见, source: 陈毅年谱, event: 陈毅陪同毛泽东接见阿沙德·侯赛因等人（北京市）}]","(:Person {name: 阿沙德·侯赛因, nodeId: agent_person/15480})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:认识 {predicate: nan, source: 陈毅年谱, event: 陈毅参加周恩来与老挝首相梭发那・富马亲王的会谈（北京市）}]","(:Person {name: 梭发那・富马, nodeId: agent_person/15432})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:认识 {predicate: 联系, source: 陈毅年谱, event: 陈毅与鲁炯雯举行谈判（大余县）}]","(:Person {name: 鲁炯雯, nodeId: agent_person/11993})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:认识 {predicate: nan, source: 陈毅年谱, event: 陈毅和刘少奇与阿尤布会谈（拉瓦尔品第）}]","(:Person {name: 穆罕默德·阿尤布·汗, nodeId: agent_person/14786})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:认识 {predicate: 会见, source: 陈毅年谱, event: 陈毅陪同周恩来接见马里政府代表团（北京市）}]","(:Person {name: 塞杜·巴迪安·库亚特, nodeId: agent_person/15473})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:认识 {predicate: 迎接, source: 陈毅年谱, event: 陈毅欢迎蒙古部长会议主席尤睦佳·泽登巴尔访华（北京市）}]","(:Person {name: 尤睦佳·泽登巴尔, nodeId: agent_person/15275})",null,null
"(:Person {name: 陈毅, nodeId: agent_person/7993})","[:认识 {predicate: 会见, source: 陈毅年谱, event: 陈毅和周恩来拜会缅甸总理吴努（仰光市）}]","(:Person {name: 吴努, nodeId: agent_person/14800})",null,null
